Project;Baseline;Type;Requirement;ID;Version;Hierarchy #;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;RequireKey;Charm;Open Points;Hazard Remark;Harm;AFAP justification;Entry Type;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Hazard;Initial Risk Assessment;Residual Risk Assessment;Hazard Type;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;S1 Subsystem;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Self-test of protection against charging of battery with high temperature;571861;3.2;2.4.3.1.1.5.1;Self-test at startup of battery temperature protection;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-10-19;2021-08-07  15:05:00;Yesin Gasmi (EXT);;self-test_prevent_charging_high_temperature_battery;;;SFS;;;Requirement;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Mechanical destruction,564269,1.7,2.4.3.1.1.6,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-12,2022-09-26  16:53:44,Klaus-Peter Fichtner (EXT),,,,,,HS_056HS_030,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,Med,B,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Battery housing mechanical strength;564262;2.8;2.4.3.1.1.6.1;The battery shall be provided with a housing to protect the battery from external mechanical impact.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-08-12;2021-08-07  15:04:26;Yesin Gasmi (EXT);;battery_housing_mechanical_strength;;;SFS;;;Requirement;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Battery discharge current limitation,564263,4.7,2.4.3.1.1.6.2,""The discharge current of the battery shall be limited (prevent sudden short circuit discharge, e. g. fuse at battery outlet)."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-12,2021-08-07  15:04:26,Yesin Gasmi (EXT),,battery_discharge_current_limitation,,,SFS,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,Batt,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Thermal runaway of battery pack (internal short circuit, overheating)"",564270,1.7,2.4.3.1.1.7,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-12,2022-09-26  16:53:44,Klaus-Peter Fichtner (EXT),,,,,,HS_056HS_030,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,Med,B,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Battery housing fireproof and preventing flame break-out,564265,2.11,2.4.3.1.1.7.1,""The battery shall be provided with a fireproof housing (thermal runaway), preventing spread of flames."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-12,2021-08-07  15:04:56,Yesin Gasmi (EXT),,fireproof_battery_housing,,,SFS,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,Batt,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Thermal isolation of single battery cells;564264;2.9;2.4.3.1.1.7.2;Thermal isolation of single battery cells against spread of thermal runaway chain reaction in other battery cells.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-08-12;2021-08-07  15:04:56;Yesin Gasmi (EXT);;thermal_isolation_battery_cells;;;;;;Requirement;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Inhalation of toxic fumes when battery material is burnt or exposed to fire (HS_084),577220,1.3,2.4.3.1.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-01-22,2021-08-07  15:04:27,Yesin Gasmi (EXT),,,,,No gases are emitted during normal charging or discharging.,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""High temperature,Release of stored energy,Flammability,loss of basic safety or essential performance"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Increased temperature of the battery packs,577236,1.3,2.4.3.1.2.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-01-25,2022-09-26  16:58:05,Klaus-Peter Fichtner (EXT),,,,,,HS_056HS_030,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,Med,B,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Prevent charging of battery with high temperature;577237;2.1;2.4.3.1.2.1.1;<XREF>564261</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-01-25;2021-08-07  15:04:28;Yesin Gasmi (EXT);;prevent_charging_high_temperature_battery;;;SFS;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Prevent overcharging of battery;577241;2.2;2.4.3.1.2.1.2;<XREF>564260</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-01-25;2021-08-07  15:04:28;Yesin Gasmi (EXT);;prevent_overcharging_battery;;;SFS;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Battery housing mechanical strength;577238;2.1;2.4.3.1.2.1.3;<XREF>564262</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-01-25;2021-08-07  15:04:28;Yesin Gasmi (EXT);;battery_housing_mechanical_strength;;;SFS;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Battery discharge current limitation;577239;2.1;2.4.3.1.2.1.4;<XREF>564263</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-01-25;2021-08-07  15:04:28;Yesin Gasmi (EXT);;battery_discharge_current_limitation;;;SFS;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Thermal isolation of single battery cells;577240;2.1;2.4.3.1.2.1.5;<XREF>564264</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-01-25;2021-08-07  15:04:28;Yesin Gasmi (EXT);;thermal_isolation_battery_cells;;;;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;Batt;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041),569265,1.1,2.4.3.1.3,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-09-15,2021-08-07  15:04:15,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Moving parts,slips, lapses and mistakes,Incorrect or inappropriate output,Software failure,Foreseeable misuse"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Activation of control elements by non-authorized persons (e. g. passer-by in the corridor),569264,2.9,2.4.3.1.3.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-09-15,2022-08-16  14:33:58,Klaus-Peter Fichtner (EXT),,,,,,HS_041,See general justifications in the introduction which apply here. ,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Service Personnel,System,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,Low,C,"
